,0
0,0.76292545
1,5.043952
2,42.453796
3,0.41065046
4,7.73607
5,6.4947114
6,4.8553547e-06
7,44.245956
8,0.12536165
9,62.785633
10,47.073578
11,0.6709758
12,83.0773
13,27.417362
14,32.3241
15,12.684487
16,3.4674964
17,42.959198
18,25.830736
19,59.298897
20,85.99357
21,18.880585
22,4.4227424
23,12.224444
24,31.302656
25,37.52409
26,1.0710295
27,0.2874516
28,27.937052
29,3.8973405
30,7.336565
31,17.526836
32,1.2492995
33,2.481234
34,0.2341103
35,68.15592
36,3.177581
37,26.86394
38,21.957775
39,87.25139
40,17.288015
41,0.0005227559
42,21.472006
43,9.545776
44,30.740381
45,100.504684
46,10.629988
47,1.5995259
48,30.790213
49,9.698603
50,12.279779
51,1.0530239
52,32.678837
53,43.761696
54,38.80726
55,10.094189
56,65.54321
57,1.8439803
58,41.563198
59,37.089447
60,1.1388174
61,50.446003
62,8.13636
63,16.328909
64,6.5382137
65,7.9869766
66,10.035103
67,88.402695
68,62.85476
69,29.80795
70,43.81009
71,2.4753492
72,1.8668702
73,0.0016434673
74,2.6994343
75,0.2414716
76,22.914783
77,23.548443
78,0.3761433
79,1.814665
80,0.810485
81,2.3093345
82,5.0430818
83,0.005955095
84,0.03268681
85,2.426116
86,3.1561084
87,1.8070291
88,3.7953157
89,0.4903054
90,77.001724
91,1.0609134
92,16.947384
93,2.2911162
94,1.2826028
95,1.3418348
96,32.364735
97,0.09405727
98,0.11533745
99,2.6631348
100,19.776516
101,7.7449102
102,1.840777
103,102.228584
104,7.031159e-05
105,78.6809
106,0.4700698
107,37.500866
108,53.378376
109,0.22549053
110,6.196538e-05
111,0.63208455
112,42.76295
113,18.92417
114,0.0002588445
115,51.916374
116,68.509254
117,22.356384
118,2.5343456
119,18.05401
120,82.996185
121,9.071175
122,0.057959784
123,0.01999097
124,34.083565
125,76.96434
126,40.826736
127,41.612144
128,0.19050184
129,49.025257
130,0.18179026
131,1.8389461
132,20.271927
133,83.282646
134,1.1664935
135,0.72340107
136,36.298145
137,1.7382945
138,2.4476712
139,3.2107472
140,98.44143
141,34.319447
142,0.112167545
143,56.931087
144,59.815716
145,23.462902
146,34.4573
147,38.426804
148,69.43517
149,22.801352
150,9.073774
151,0.8939932
152,13.006003
153,59.511047
154,9.638401
155,9.95882
156,0.07365568
157,0.035163045
158,9.12249e-05
159,6.372545
160,43.955265
161,47.412167
162,8.508301
163,6.485656
164,82.438705
165,64.68429
166,31.659657
167,53.83148
168,0.015800934
169,0.4832058
170,24.14102
171,44.23759
172,56.736237
173,69.9168
174,24.080126
175,59.32179
176,18.90565
177,3.827941
178,21.358547
179,1.035453
180,39.787334
181,2.9079568
182,20.678532
183,0.61990654
184,35.321316
185,0.4858005
186,13.835463
187,21.195683
188,9.877691
189,0.101060174
190,76.1248
191,15.961382
192,59.660328
193,53.50404
194,73.91985
195,19.264084
196,64.268105
197,77.42814
198,1.3775285
