,smiles,AR,predicted
0,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C,17.3964594670351,23.508982
1,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,0.0013008576137469,-6.907199
2,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],0.255778150884002,-5.937138
3,[O-][N+](=O)C1=CC(=C(Cl)C(=C1Cl)[N+]([O-])=O)C(F)(F)F,40.0371828284694,79.23952
4,CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,192.904039721063,68.161606
5,CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,9.44416495700102,36.753555
6,CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,18.4268041906462,4.381947
7,CN1CCOCC1,197.304423003711,87.525795
8,CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2,194.092165296273,122.65095
9,O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,188.409937751818,82.30695
10,N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,68.0892821420292,47.33045
11,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,1.81596017817059,-4.1280437
12,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O,12.9663839483922,9.192244
13,CCCCCCCCCCCSCC(O)=O,175.074787362898,86.144516
14,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,183.982897860838,23.2006
15,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,2.07206769713954,7.6455674
16,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,35.8768637819763,6.4829125
17,CCCC[Sn](Cl)(CCCC)CCCC,1.70517888010566,6.780521
18,CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,193.271926165168,60.074833
19,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,199.370604834423,88.54774
20,CC1=CC2=C3N(CC2)C(=O)[C@H](NC(=O)C2=CC=NC=C2)N=C(C2=CC=CC=C2)C3=C1,199.540222280548,86.42833
21,CCCCN(CCCC)C(=O)N(CCCC)CCCC,53.9202941974063,52.099728
22,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,198.849702000691,20.452831
23,OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,160.044965799333,37.492725
24,C[C@]12CC[C@H]3[C@@H](CCC4=CC5=C(C[C@]34C)C=NO5)[C@@H]1CC[C@@]2(O)C#C,0.733611551520778,-0.44774297
25,CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,2.79840424627621,31.886414
26,CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,197.434869489953,43.95731
27,NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,22.8723257067382,2.7803364
28,C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,17.1147276424591,-0.8969401
29,[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,197.647574274605,46.48769
30,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,0.832369063344745,5.7774763
31,ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,198.437388761991,97.27861
32,NC1=C(N)C=C(Cl)C=C1,93.093875787957,30.987345
33,[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,24.0828467561878,29.761032
34,COC(=O)C1=C(O)C(C)=C(O)C=C1C,14.6176911013685,42.833336
35,OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,31.2758691311786,55.32464
36,CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,15.9509318811686,3.5424852
37,[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,4.94483561653094,13.4588175
38,[Cl-].[Cl-].CCCC[Sn++]CCCC,9.52460124132658,4.5648065
39,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,11.9237013369761,30.13267
40,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,4.5375014135133,39.297863
41,[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,1.68564942472976,8.173895
42,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,3.11521584135267,24.872046
43,OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1,30.0952134981689,37.367306
44,CSC(=O)C1=CC=CC2=C1SN=N2,0.263397888755278,73.13234
45,COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,10.7016010292338,24.866426
46,CNS(=O)(=O)C1=C(F)C=C(Cl)C(=C1)C(=O)N1CCC(CCN2C3CCC2CC(C3)N2C(C)=NC3=C2C=CC=C3)(CC1)C1=CC(F)=CC=C1,4.81771125444809,3.181492
47,CC(=O)O[C@]1(C(C)=O)C(=C)C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.111085625896392,-4.9766703
48,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H])C=C(O)C=C3,8.87540066645332,-3.875102
49,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,0.0517645867022523,-3.692879
50,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,8.04979124504666,3.825815
51,CCOC(=O)\C=C/C(=O)OCC,3.61721356474389,37.13899
52,CCC(C)(C)C1CCC(O)CC1,28.1798922397559,37.696693
53,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,0.0321352784241444,1.7001215
54,Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,0.396646610517607,46.41527
55,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,0.12497971958209,-6.907199
56,OC(=O)C1=CC(=CC=C1)N(CC1=CN=CC=C1)C1=CC=C(OC(F)F)C(OC(F)F)=C1,0.995908583621089,34.493484
57,[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C1,1.82103500039453,11.757204
58,[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1.CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,7.28173058557257,15.395214
59,Cl.CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,8.1628577841964,1.8606539
60,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.0951588009839408,2.734203
61,CC(C)C1CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,3.44453486054003,7.6225915
62,CCCC[Sn](CCCC)(CCCC)OC(=O)C(C)=C,5.81935561510736,12.606492
63,OC1=CC2=C(CC3=CC=CC=C23)C=C1,2.65642606819093,21.673939
64,[K+].CCC1=CC(=CC2=C1OCO2)C1=C(N(C2=CC=CC=C2C(F)(F)F)S(=O)(=O)C2=C1C=CC=C2)C([O-])=O,22.9702542203277,31.390837
65,CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,1.85050418184676,3.4616935
66,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,1.74399343510497,0.44198015
67,CCCC[Sn](Cl)(Cl)Cl,24.1051295236353,26.322004
68,[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=C(O)C=C1)S([O-])(=O)=O,7.43202685555509,4.3235083
69,FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,5.62969918064336,7.41712
70,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,33.7722456183985,31.876055
71,OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,23.0743679364099,52.01509
72,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,10.6538206585794,23.2006
73,NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,10.8673601372949,23.962423
74,Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,8.15172071312168,55.852276
75,CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1,10.2576653993042,34.00588
76,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,6.1777388624999,14.38599
77,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,1.63028409187949,5.5828176
78,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,6.97212028029699,-4.0645423
79,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,0.385943474669079,33.394783
80,COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,20.2862187059452,12.1696005
81,CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,23.4340896091368,13.117633
82,O.O.[H][C@]12[C@H](O)C3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C(C=CC=C1O)[C@@]2(C)O,5.03155958446436,21.46094
83,CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,6.32541282867295,9.716833
84,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C1C(=O)CCCC1=O)[N+]([O-])=O,16.3767258069243,10.523894
85,BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,16.9362481535241,24.84471
86,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,0.0071989204315222,-6.881523
87,NC1=CC=C(N)C=C1,16.0583633732828,25.25203
88,CCC1CO1,5.08801339965005,60.316975
89,[Na+].[Na+].[O-]C1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=C1C=CC=C3)C1=CC(Br)=C([O-])C(Br)=C1O2,45.099527134146,40.293858
90,CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1,25.8513849307586,41.909954
91,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,0.223424196399171,4.957758
92,CCCCCC1CCCC(=O)O1,7.87739590159126,40.6312
93,COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,20.7342295143534,54.047855
94,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,0.717839195909729,1.8934431
95,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,1.08213062751146,11.606706
96,OC1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(O)C=C1,16.5306673776244,11.696831
97,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,4.43886465143702,15.875682
98,CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,0.24187722911517,3.4453118
99,C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,10.3604181702582,14.535048
100,CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)C=C,2.75543471212224,41.167694
101,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(=CC2=CC(NC(=O)C3=CC=CC=C3)=CC=C12)S([O-])(=O)=O,44.0781804677833,35.117153
102,Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,14.2968709293811,52.87504
103,[Na+].[Na+].[O-]S(=O)(=O)C1=CC=C2NC(C(=O)C2=C1)=C1NC2=CC=C(C=C2C1=O)S([O-])(=O)=O,47.6592932268486,42.5154
104,Cl.Cl.COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1,12.8731325224988,34.834072
105,COC1=CC=C(OC)C(=C1)N=NC1=C(O)C=CC2=C1C=CC=C2,1.79326076512721,16.737185
